original_title,director,genres,vote_count,vote_average,release_year,budget_adj,revenue_adj
é»‘ç¤¾ä¼š2ï¼šä»¥å’Œä¸ºè´µ,Johnnie To,Drama|Crime,16,7.0,2006,0.0,0.0
Gone,Ringan Ledwidge,Crime|Drama|Horror|Mystery|Thriller,14,5.1,2006,0.0,0.0
Ask the Dust,Robert Towne,Drama|Romance,23,5.2,2006,0.0,0.0
Krrish,Rakesh Roshan,Action|Science Fiction,27,5.6,2006,0.0,0.0
Poultrygeist: Night of the Chicken Dead,Lloyd Kaufman,Comedy|Horror,13,5.1,2006,0.0,0.0
Minotaur,Jonathan English,Horror|Adventure|Fantasy,15,3.4,2006,7571684.10804101,0.0
Facing the Giants,Alex Kendrick,Drama,41,6.8,2006,108166.91582915699,11009586.725583
La Doublure,Francis Veber,Comedy,75,6.1,2006,0.0,31721968.624888
The Ex,Jesse Peretz,Comedy|Romance,31,5.0,2006,0.0,3344436.66724319
Cow Belles,Francine McDougall,TV Movie|Comedy|Family|Romance,36,5.1,2006,0.0,0.0
Bernard and Doris,Bob Balaban,Comedy|Drama,10,6.2,2006,0.0,0.0
See No Evil,Gregory Dark,Horror|Thriller,67,4.7,2006,8653353.26633258,0.0
Hogfather,Vadim Jean,Drama|Fantasy,18,6.9,2006,10129615.3335689,0.0
Slaughtered Vomit Dolls,Lucifer Valentine,Horror,15,3.0,2006,108166.91582915699,0.0
The Lost Room,Craig R. Baxley|Michael W. Watkins,Action|Fantasy|Mystery,28,7.2,2006,0.0,0.0
Away from Her,Sarah Polley,Drama|Romance,24,6.6,2006,0.0,0.0
Red Road,Andrea Arnold,Drama|Thriller,19,6.1,2006,0.0,1220495.9864125
The History Boys,Nicholas Hytner,Comedy|Drama,27,5.6,2006,4326676.63316629,14496478.139304
PokÃ©mon Ranger and the Temple of the Sea,Kunihiko Yuyama,Animation|Family|Foreign,10,5.7,2006,0.0,0.0
Starter for 10,Tom Vaughan,Drama|Comedy|Romance,60,6.7,2006,0.0,227288.97689349105
The Secret,Drew Heriot,Documentary,31,5.4,2006,0.0,0.0
The Namesake,Mira Nair,Drama,23,7.0,2006,12980029.8994988,21783557.785092
The Land Before Time XII: The Great Day of the Flyers,Charles Grosvenor,Animation|Family|Science Fiction,11,6.5,2006,0.0,0.0
An Inconvenient Truth,Davis Guggenheim,Documentary,130,6.5,2006,1081669.15829157,50019626.8868772
Let's Go to Prison,Bob Odenkirk,Comedy|Crime,36,5.4,2006,4326676.63316629,5008176.8780021
Flight 93,Peter Markle,Drama,19,6.2,2006,0.0,0.0
Inland Empire,David Lynch,Horror|Drama|Mystery|Thriller,88,6.8,2006,0.0,918396.6071932508
Wilderness,Michael J. Bassett,Horror|Action|Thriller,21,6.1,2006,0.0,0.0
Alien Autopsy,Jonny Campbell,Comedy|Science Fiction,23,5.5,2006,0.0,0.0
Like Mike 2: Streetball,David Nelson,Comedy|Drama|Family,10,3.8,2006,5408345.79145786,0.0
Relative Strangers,Greg Glienna,Comedy,11,5.4,2006,0.0,0.0
Tekkon kinkurÃ®to,Michael Arias,Action|Adventure|Animation,43,7.5,2006,0.0,0.0
Cocaine Cowboys,Billy Corben,Action|Documentary,26,7.1,2006,0.0,176312.07280152602
Return to Halloweentown,David Jackson,Adventure|Comedy|Family|Fantasy|TV Movie,36,5.2,2006,0.0,0.0
Barbie in the 12 Dancing Princesses,Greg Richardson,Animation|Family,60,6.8,2006,0.0,0.0
The Net 2.0,Charles Winkler,Action|Drama|Thriller,12,5.0,2006,0.0,0.0
This Is England,Shane Meadows,Drama|Crime,187,7.1,2006,2574372.59673394,8844315.46621401
Simon Says,William Dear,Horror|Thriller,12,5.7,2006,0.0,0.0
The Alibi,Matt Checkowski|Kurt Mattila,Romance|Comedy|Drama,16,5.3,2006,0.0,0.0
The Cutting Edge: Going for the Gold,Sean McNamara,Comedy|Drama|Romance,12,5.8,2006,3245007.47487471,0.0
Outsourced,John Jeffcoat,Comedy|Drama|Romance,27,6.1,2006,0.0,0.0
The Hamiltons,Mitchell Altieri|Phil Flores,Drama|Horror|Thriller,31,4.9,2006,0.0,0.0
School for Scoundrels,Todd Phillips,Comedy|Drama|Romance,53,5.5,2006,21633383.1658314,19261898.171449106
A Guide To Recognizing Your Saints,Dito Montiel,Crime|Drama,55,6.7,2006,0.0,558291.637691454
Annapolis,Justin Lin,Drama,56,5.8,2006,28123398.1155808,18925956.6092743
Attack Force,Michael Keusch,Action|Thriller,14,6.3,2006,0.0,0.0
IndigÃ¨nes,Rachid Bouchareb,Drama|History|War,52,6.7,2006,15684202.7952278,24839127.1319293
Blind Dating,James Keach,Comedy,26,6.3,2006,0.0,902606.4008205108
Daft Punk's Electroma,Thomas Bangalter|Guy-Manuel de Homem-Christo,Science Fiction,15,6.7,2006,0.0,0.0
Jesse Stone: Night Passage,Robert Harmon,Drama|Thriller|Crime,13,6.3,2006,0.0,0.0
EnfermÃ©s dehors,Albert Dupontel,Comedy,20,5.9,2006,0.0,0.0
Deliver Us from Evil,Amy Berg,Crime|Documentary,26,7.2,2006,0.0,217712.95983513602
The Woods,Lucky McKee,Mystery|Horror|Thriller,20,5.3,2006,0.0,0.0
Flicka,Michael Mayer,Drama|Family,37,6.1,2006,16225037.3743735,22715052.324123006
The Dark,John Fawcett,Horror|Thriller|Mystery,31,5.2,2006,0.0,0.0
Peter & the Wolf,Suzie Templeton,Animation|Family|Music,11,6.7,2006,2487839.06407061,0.0
Stay Alive,William Brent Bell,Horror|Thriller,83,5.3,2006,9735022.42462415,29318745.294063106
Les Brigades du Tigre,JÃ©rÃ´me Cornuau,Action|Adventure|Crime,13,5.8,2006,0.0,0.0
The Return,Asif Kapadia,Drama|Thriller,20,5.2,2006,16225037.3743735,12971391.6896007
Wicked Little Things,J.S. Cardone,Drama|Horror,26,4.5,2006,0.0,0.0
Ten Canoes,Rolf de Heer|Peter Djigirr,Adventure|Comedy|Drama,12,5.9,2006,2163338.31658314,324500.74748747103
A Prairie Home Companion,Robert Altman,Drama|Comedy|Music,38,6.2,2006,0.0,0.0
PrÃªte-moi ta main,Eric Lartigau,Comedy|Romance,56,6.6,2006,0.0,0.0
Poltergay,Eric Lavaine,Comedy,10,4.2,2006,0.0,0.0
The Darwin Awards,Finn Taylor,Comedy|Romance|Adventure,25,5.0,2006,0.0,0.0
Going to Pieces: The Rise and Fall of the Slasher Film,Jeff McQueen,Documentary|Horror,12,6.8,2006,0.0,0.0
The Road to Guantanamo,Mat Whitecross|Michael Winterbottom,Documentary|Drama,13,6.3,2006,0.0,0.0
Glass House: The Good Mother,Steve Antin,Drama|Thriller,10,7.7,2006,0.0,0.0
X-Men: The Last Stand,Brett Ratner,Adventure|Action|Science Fiction|Thriller,2381,6.2,2006,227150523.24123,253499999.080581
The Hard Corps,Sheldon Lettich,Action|Adventure|Romance|Thriller,21,4.7,2006,0.0,0.0
Madame Irma,Didier Bourdon,Comedy,17,5.7,2006,0.0,0.0
The Dead Girl,Karen Moncrieff,Crime|Drama|Mystery|Thriller,21,6.5,2006,0.0,0.0
Right at Your Door,Chris Gorak,Drama|Thriller,22,5.2,2006,0.0,2210611.58547712
The Prince & Me 2: The Royal Wedding,Catherine Cyran,Family|Comedy|Romance,49,4.8,2006,0.0,0.0
Delirious,Tom DiCillo,Comedy|Drama|Romance,10,6.1,2006,0.0,0.0
Who Killed the Electric Car?,Chris Paine,Documentary,25,6.6,2006,1081669.15829157,1815986.2264576
End Game,Andy Cheng,Action|Mystery|Thriller,11,4.8,2006,5408345.79145786,0.0
Obsluhoval jsem anglickÃ©ho krÃ¡le,JiÅ™Ã­ Menzel,Comedy|Drama|Foreign,12,6.8,2006,0.0,0.0
Peiru Kokun,Yasuhiro Yoshiura,Animation|Science Fiction,12,6.8,2006,0.0,0.0
Planet Earth,Alastair Fothergill,Documentary,65,7.6,2006,0.0,0.0
The Tripper,David Arquette,Horror,12,4.7,2006,0.0,0.0
Akeelah and the Bee,Doug Atchison,Drama,46,6.6,2006,8653353.26633258,20495926.920700897
Turistas,John Stockwell,Horror|Thriller,86,5.2,2006,10816691.5829157,0.0
Mulberry Street,Jim Mickle,Horror,17,4.8,2006,0.0,0.0
Griffin & Phoenix,Ed Stone,Comedy|Drama|Romance,15,6.6,2006,0.0,0.0
The Black Hole,Tibor TakÃ¡cs,Thriller|Science Fiction,11,2.8,2006,3785842.0540205,0.0
Evil Aliens,Jake West,Comedy|Horror|Science Fiction,16,5.8,2006,540834.579145786,0.0
Factory Girl,George Hickenlooper,Drama,53,6.2,2006,7571684.10804101,0.0
"Zidane, un portrait du 21e siÃ¨cle",Douglas Gordon|Philippe Parreno,Documentary|Foreign,11,5.5,2006,0.0,0.0
Gray Matters,Sue Kramer,Comedy|Romance,13,5.5,2006,0.0,0.0
Superman: Brainiac Attacks,Curt Geda,Animation|Action|Family,10,5.4,2006,0.0,0.0
Mini's First Time,Nick Guthe,Comedy|Crime|Drama,12,5.6,2006,0.0,0.0
Teen Titans: Trouble in Tokyo,Michael Chang|Ben Jones|Matt Youngberg,Action|Adventure|Animation|Family|Science Fiction,14,6.9,2006,0.0,0.0
Wedding Daze,Michael Ian Black,Comedy|Romance,50,5.6,2006,0.0,0.0
The Last Winter,Larry Fessenden,Horror|Thriller,17,5.9,2006,0.0,0.0
This Film Is Not Yet Rated,Kirby Dick,Documentary,46,6.9,2006,0.0,326857.704583389
Pink Floyd: Pulse,David Mallet,Music,23,8.7,2006,0.0,0.0
Drake And Josh Go Hollywood,Steve Hoefer,TV Movie|Family|Comedy|Adventure|Crime,29,5.7,2006,0.0,0.0
Waist Deep,Vondie Curtis-Hall,Action|Adventure|Drama|Thriller,21,6.9,2006,0.0,23097209.282754894
Trailer Park Boys: The Movie,Mike Clattenburg,Action|Comedy,17,6.3,2006,5408345.79145786,4146586.28999485
Pledge This!,William Heins,Comedy,16,2.8,2006,8977854.01382005,0.0
10.5: Apocalypse,John Lafia,Drama|Thriller,17,4.6,2006,0.0,0.0
Jesus Camp,Heidi Ewing|Rachel Grady,Documentary,61,6.5,2006,0.0,0.0
Hoot,Wil Shriner,Drama|Family,31,5.4,2006,0.0,0.0
The Cheetah Girls 2,Kenny Ortega,Comedy|Drama|Family|Music|TV Movie,43,5.1,2006,0.0,0.0
Jesse Stone: Death in Paradise,Robert Harmon,Drama|Thriller|Crime|Mystery,20,6.5,2006,0.0,0.0
Old Joy,Kelly Reichardt,Drama,16,6.4,2006,324500.74748747103,0.0
First Snow,Mark Fergus,Drama|Thriller,15,6.6,2006,8653353.26633258,413486.42413264397
Bella,Alejandro Monteverde,Drama|Romance,22,6.8,2006,0.0,0.0
The Bridge,Eric Steel,Documentary,33,6.9,2006,0.0,0.0
For Your Consideration,Christopher Guest,Comedy|Drama,18,5.4,2006,12980029.8994988,5994637.51698085
Changement d'adresse,Emmanuel Mouret,Comedy|Romance,11,6.0,2006,0.0,0.0
Beer League,Frank Sebastiano,Comedy,12,4.9,2006,0.0,0.0
L'Ivresse du pouvoir,Claude Chabrol,Drama,11,5.8,2006,0.0,0.0
Venus,Roger Michell,Drama|Comedy|Romance,16,6.0,2006,0.0,0.0
Kiwi!,Dony Permedi,Animation|Action,15,6.7,2006,0.0,0.0
Feng kuang de shi tou,Ning Hao,Action|Comedy,14,6.6,2006,0.0,0.0
Thr3e,Robby Henson,Drama|Horror|Thriller,10,5.4,2006,0.0,0.0
Offside,Jafar Panahi,Drama|Comedy|Foreign,12,6.5,2006,2704.17289572893,0.0
Jean-Philippe,Laurent Tuel,Comedy,26,5.6,2006,0.0,0.0
Imprint,Takashi Miike,Horror,14,7.1,2006,0.0,0.0
Dane Cook: Vicious Circle,Marty Callner|Dane Cook,Comedy,11,7.1,2006,0.0,0.0
Doogal,Dave Borthwick|Jean Duval|Frank Passingham,Family,14,3.6,2006,0.0,0.0
Read It and Weep,Paul Hoen,Comedy|Drama|Family|TV Movie,22,4.9,2006,0.0,0.0
Five Fingers,Laurence Malkin,Drama|Action|Thriller,18,6.1,2006,0.0,0.0
Root of All Evil?,Russell Barnes,Documentary,13,7.5,2006,0.0,0.0
Jane Eyre,Susanna White,Drama,14,4.8,2006,0.0,0.0
Lage Raho Munna Bhai,Rajkumar Hirani,Comedy|Drama|Romance,21,8.1,2006,0.0,0.0
Karla,Joel Bender,Crime|Drama|Thriller,13,4.3,2006,0.0,0.0
Strangers with Candy,Paul Dinello,Comedy,11,5.7,2006,0.0,0.0
The Foot Fist Way,Jody Hill,Comedy,19,5.3,2006,85451.8635050342,265008.943781435
Population 436,Michelle MacLaren,Drama|Horror|Mystery|Thriller,24,5.2,2006,0.0,0.0
Dark Ride,Craig Singer,Horror|Thriller,13,3.6,2006,0.0,0.0
Special,Hal Haberman|Jeremy Passmore,Drama|Fantasy|Science Fiction,13,6.5,2006,1081669.15829157,7790.1812780159
Penny Dreadful,Richard Brandes,Horror|Thriller,14,4.8,2006,0.0,0.0
Bring It On: All or Nothing,Steve Rash,Comedy,84,5.7,2006,0.0,0.0
Idlewild,Bryan Barber,Action|Crime|Drama|Music|Thriller,11,5.5,2006,0.0,0.0
Comme t'y es belle,Lisa Azuelos,Comedy,31,5.7,2006,0.0,0.0
The Protector,Chris R. Notarile,Drama|Action|Foreign,29,7.0,2006,0.0,0.0
Quand j'Ã©tais chanteur,Xavier Giannoli,Drama|Romance,12,5.8,2006,0.0,0.0
Desperation,Mick Garris,Drama|Fantasy|Horror|Thriller|Mystery,25,5.2,2006,0.0,0.0
The Zodiac,Alexander Bulkley,Crime|Drama|Thriller,20,5.6,2006,0.0,0.0
Deutschland. Ein SommermÃ¤rchen,SÃ¶nke Wortmann,Documentary,10,7.3,2006,0.0,0.0
Hell,Bruno Chiche,Drama,13,6.3,2006,0.0,0.0
How to Eat Fried Worms,Bob Dolman,Comedy|Drama|Family,11,5.7,2006,0.0,14086313.5211565
ì§íŒ¨,Ryoo Seung-wan,Action|Thriller,20,6.9,2006,2920506.72738724,0.0
Khosla Ka Ghosla!,Dibakar Banerjee,Comedy,10,6.8,2006,0.0,0.0
Harry Potter and the Prisoner of Azkaban,Alfonso CuarÃ³n,Adventure|Fantasy|Family,3550,7.4,2004,150077901.975579,911786234.1159848
Kill Bill: Vol. 2,Quentin Tarantino,Action|Crime|Thriller,2346,7.5,2004,34633361.9943644,175659789.789346
Bridget Jones: The Edge of Reason,Beeban Kidron,Comedy|Romance,431,6.0,2004,57722269.9906074,46412191.4975558
Eternal Sunshine of the Spotless Mind,Michel Gondry,Science Fiction|Drama|Romance,2012,7.8,2004,23088907.9962429,83418061.15974659
The Notebook,Nick Cassavetes,Romance|Drama,1929,7.5,2004,33478916.5945523,133457615.92248
The Incredibles,Brad Bird,Action|Adventure|Animation|Family|Science Fiction,3064,7.2,2004,106208976.782717,728965418.357159
The Bourne Supremacy,Paul Greengrass,Action|Drama|Thriller,1966,7.1,2004,86583404.9859111,333057748.360456
Troy,Wolfgang Petersen,War|Adventure|Drama,1598,6.8,2004,202027944.967126,574232515.462641
National Treasure,Jon Turteltaub,Adventure|Action|Thriller|Mystery,1179,6.4,2004,115444539.981214,401114240.684318
"I, Robot",Alex Proyas,Action|Science Fiction,2339,6.6,2004,138533447.97745702,400863751.430357
50 First Dates,Peter Segal,Comedy|Romance,1235,6.5,2004,86583404.9859111,226828759.26673305
Mean Girls,Mark Waters,Comedy,1357,6.8,2004,19625571.7968065,148972948.804502
Van Helsing,Stephen Sommers,Horror|Adventure|Action,918,5.9,2004,184711263.969943,346630860.77296096
Hellboy,Guillermo del Toro,Fantasy|Action|Science Fiction,1314,6.4,2004,76193396.3876018,114658347.656152
The Polar Express,Robert Zemeckis,Animation|Adventure|Family|Fantasy,867,6.4,2004,190483490.969004,353116829.412682
Shrek 2,Andrew Adamson|Kelly Asbury|Conrad Vernon,Adventure|Animation|Comedy|Family|Fantasy,1676,6.5,2004,173166809.971822,1061903622.7420199
The Butterfly Effect,Eric Bress|J. Mackye Gruber,Science Fiction|Thriller,1126,7.1,2004,15007790.1975579,110897015.620108
Resident Evil: Apocalypse,Alexander Witt,Horror|Action|Science Fiction,756,6.1,2004,51950042.9915466,149379272.025202
Ocean's Twelve,Steven Soderbergh,Thriller|Crime,1376,6.4,2004,126988993.979336,418768465.354169
Meet the Fockers,Jay Roach,Comedy|Romance,782,6.1,2004,92355631.98497193,596436064.273978
The Day After Tomorrow,Roland Emmerich,Action|Adventure|Science Fiction|Thriller,1422,6.1,2004,144305674.976518,628332770.733608
The Aviator,Martin Scorsese,Drama,834,6.7,2004,133915666.378209,117753430.780839
Collateral,Michael Mann,Drama|Crime|Thriller,810,6.7,2004,75038950.9877896,251396983.988304
Shaun of the Dead,Edgar Wright,Horror|Comedy,1413,7.4,2004,4617781.59924859,34678837.9075538
Blade: Trinity,David S. Goyer,Science Fiction|Action|Horror|Thriller|Adventure,800,5.7,2004,75038950.9877896,148814206.789801
Starship Troopers 2: Hero of the Federation,Phil Tippett,Adventure|Horror|Action|Science Fiction,100,3.9,2004,8081117.79868504,0.0
The Terminal,Steven Spielberg,Comedy|Drama,1131,7.0,2004,69266723.9887289,253305240.674159
Lemony Snicket's A Series of Unfortunate Events,Brad Silberling,Adventure|Fantasy|Comedy|Family,747,6.5,2004,161622355.9737,241364107.692208
Million Dollar Baby,Clint Eastwood,Drama,1355,7.6,2004,34633361.9943644,250241793.971209
Garfield,Peter Hewitt,Animation|Comedy|Family,435,5.2,2004,57722269.9906074,231817870.537722
The Lion King 1Â½,Bradley Raymond,Animation|Comedy|Family,374,6.2,2004,0.0,0.0
Shark Tale,Bibo Bergeron|Vicky Jenson|Rob Letterman,Animation|Action|Comedy|Family,852,5.8,2004,86583404.9859111,423998956.150469
Sky Captain and the World of Tomorrow,Kerry Conran,Mystery|Action|Thriller|Science Fiction|Adventure,249,5.7,2004,80811177.9868504,66910149.97631071
Mulan II,Darrell Rooney|Lynne Southerland,Animation|Comedy|Family|Action,253,5.9,2004,0.0,0.0
The SpongeBob SquarePants Movie,Stephen Hillenburg,Animation|Comedy|Family,348,6.6,2004,34633361.9943644,161809136.003827
Species III,Brad Turner,Science Fiction|Action|Horror,41,4.7,2004,0.0,0.0
Crash,Paul Haggis,Drama,675,7.1,2004,7503895.09877896,113609042.216682
Anchorman: The Legend of Ron Burgundy,Adam McKay,Comedy,1002,6.7,2004,30015580.3951158,104562954.67832
13 Going On 30,Gary Winick,Comedy|Fantasy|Romance,662,6.1,2004,42714479.7930495,111352835.687324
Ella Enchanted,Tommy O'Haver,Fantasy|Comedy|Family|Romance,238,5.7,2004,35787807.3941766,31618836.069676694
The Girl Next Door,Luke Greenfield,Comedy,484,6.2,2004,28861134.995303694,35108050.3171954
Scooby-Doo 2: Monsters Unleashed,Raja Gosnell,Mystery|Fantasy|Adventure|Comedy,263,5.2,2004,0.0,209493550.575329
Finding Neverland,Marc Forster,Drama,695,7.1,2004,28861134.995303694,134800613.42610702
A Cinderella Story,Mark Rosman,Comedy,379,5.9,2004,21934462.5964308,80889575.2195062
AVP: Alien vs. Predator,Paul W.S. Anderson,Adventure|Science Fiction|Action,696,5.5,2004,80811177.9868504,197622423.16242296
DodgeBall: A True Underdog Story,Rawson Marshall Thurber,Comedy,551,6.2,2004,23088907.9962429,193626249.22536695
Banlieue 13,Pierre Morel,Action|Thriller|Science Fiction,351,6.5,2004,13853344.7977457,11064355.944147
Alexander,Oliver Stone,War|History|Action|Adventure|Drama,519,5.6,2004,178939036.970883,193136628.151289
Harold & Kumar Go to White Castle,Danny Leiner,Comedy|Adventure,414,6.4,2004,10390008.5983093,27633853.3263266
Saw,James Wan,Horror|Mystery|Crime,1135,7.1,2004,1385334.47977457,119960348.263852
Spider-Man 2,Sam Raimi,Action|Adventure|Fantasy,2735,6.4,2004,230889079.96242905,904815446.895049
EuroTrip,Jeff Schaffer,Comedy,376,6.4,2004,28861134.995303694,24008824.349747
Man on Fire,Tony Scott,Action|Drama|Thriller|Crime,1002,7.3,2004,80811177.9868504,150416978.751739
Along Came Polly,John Hamburg,Comedy|Romance,440,5.7,2004,48486706.79211021,198522339.90382
Closer,Mike Nichols,Drama|Romance,427,6.6,2004,31170025.794928007,133344247.075328
The Punisher,Jonathan Hensleigh,Action|Crime|Drama,402,6.0,2004,38096698.1938009,63148284.5864915
Catwoman,Pitof,Action|Crime,415,4.3,2004,115444539.981214,94782713.7501835
Christmas with the Kranks,Joe Roth,Comedy|Family,99,5.3,2004,69266723.9887289,0.0
9 Songs,Michael Winterbottom,Drama|Music|Romance,53,5.2,2004,1154445.39981214,383648.758601772
Dawn of the Dead,Zack Snyder,Fantasy|Horror|Action,546,6.7,2004,32324471.1947401,118164853.186869
Barbie as The Princess & the Pauper,William Lau,Animation|Family|Comedy,83,6.8,2004,0.0,0.0
King Arthur,Antoine Fuqua,Adventure|War|History,449,6.1,2004,138533447.97745702,235007976.063267
The Chronicles of Riddick,David Twohy,Adventure|Action|Thriller|Science Fiction,1118,6.2,2004,121216766.980275,133653299.03553
Spanglish,James L. Brooks,Comedy,215,5.6,2004,92355631.98497193,63542252.93252221
Secret Window,David Koepp,Thriller|Mystery,513,6.3,2004,46177815.9924859,107263182.842909
Layer Cake,Matthew Vaughn,Drama|Thriller|Crime,308,7.0,2004,7503895.09877896,13680425.0390895
After the Sunset,Brett Ratner,Action|Comedy|Crime|Drama,139,6.0,2004,69266723.9887289,70822682.0352595
Thunderbirds,Jonathan Frakes,Action|Adventure|Comedy|Family|Fantasy,50,4.4,2004,65803387.7892924,32651914.62460661
The Princess Diaries 2: Royal Engagement,Garry Marshall,Comedy|Drama|Family|Romance,386,5.9,2004,46177815.9924859,109844827.530475
The Alamo,John Lee Hancock,Western|History|War,60,5.9,2004,167394582.972761,29807735.199779
Before Sunset,Richard Linklater,Drama|Romance,418,7.5,2004,3117002.5794928,18462600.8177167
The Grudge,Takashi Shimizu,Horror|Thriller|Mystery,462,5.8,2004,11544453.9981214,211811410.261264
Cellular,David R. Ellis,Action|Adventure|Crime|Thriller,322,6.0,2004,28861134.995303694,65136911.4521907
The Manchurian Candidate,Jonathan Demme,Drama|Thriller|Mystery,181,6.1,2004,92355631.98497193,110949088.034311
The Machinist,Brad Anderson,Thriller|Drama,621,7.2,2004,5772226.99906074,9470186.90932801
Seed of Chucky,Don Mancini,Comedy|Drama|Horror,140,4.9,2004,13853344.7977457,28664468.294773307
Taxi,Tim Story,Thriller|Action|Comedy|Crime,135,5.0,2004,28861134.995303694,42264206.835979104
Alfie,Charles Shyer,Comedy,140,5.4,2004,69266723.9887289,15464880.154714098
Sniper 3,P.J. Pesce,Drama|Action|Thriller,15,5.3,2004,0.0,0.0
Shall We Dance?,Peter Chelsom,Drama|Romance|Comedy,172,5.8,2004,57722269.9906074,196404018.024125
Jersey Girl,Kevin Smith,Comedy|Romance,176,5.7,2004,40405588.9934252,41673611.0405616
The Stepford Wives,Frank Oz,Action|Comedy|Science Fiction,183,5.4,2004,103900085.983093,117753430.780839
Primer,Shane Carruth,Science Fiction|Drama|Thriller,341,6.9,2004,8081.117798685042,490362.228024208
ã‚¢ãƒƒãƒ—ãƒ«ã‚·ãƒ¼ãƒ‰,Shinji Aramaki,Animation|Action|Science Fiction,77,6.7,2004,11544453.9981214,1687786.47562596
Home on the Range,Will Finn|John Sanford,Western|Animation|Family|Comedy|Music,210,5.8,2004,126988993.979336,120006285.955201
Hidalgo,Joe Johnston,Western|Adventure,177,6.3,2004,115444539.981214,124799530.556322
I Heart Huckabees,David O. Russell,Comedy|Romance,125,6.3,2004,25397798.7958672,0.0
Fahrenheit 9/11,Michael Moore,Documentary,198,6.6,2004,6926672.39887289,137511206.201495
Win a Date with Tad Hamilton!,Robert Luketic,Comedy|Romance,78,5.3,2004,19625571.7968065,19602596.0244594
White Chicks,Keenen Ivory Wayans,Comedy,370,6.4,2004,42714479.7930495,130552160.844721
Hotel Rwanda,Terry George,Drama|History|War,456,7.2,2004,20202794.4967126,43868925.1928616
Wild Things 2,Jack Perez,Crime|Drama|Mystery,24,5.4,2004,3232447.11947401,0.0
